gid	mod	cnt
66	3.3.3.5.5.	1
66	3.3.3.5.5.6.	2
66	3.3.3.5.6.6.6.	1
66	3.3.3.6.	1
66	3.3.3.6.6.7.8.	1
66	3.3.4.	7
66	3.3.4.4.4.6.7.	1
66	3.3.4.4.6.	13
66	3.3.4.4.6.6.7.	1
66	3.3.4.4.6.8.	1
66	3.3.4.4.7.	1
66	3.3.4.5.5.6.	3
66	3.3.4.5.5.6.7.	1
66	3.3.4.5.6.7.7.	2
66	3.3.4.5.7.	2
66	3.3.4.6.6.	1
66	3.3.5.	1
66	3.3.5.5.	1
66	3.3.5.5.6.	1
66	3.3.5.5.6.7.	5
66	3.3.5.5.6.8.	6
66	3.3.5.5.7.7.8.	2
66	3.3.5.6.	2
66	3.3.5.6.6.	3
66	3.3.5.6.7.	1
66	3.3.6.	1
66	3.3.6.6.	2
66	3.3.6.6.7.	1
66	3.3.6.6.7.8.	2
66	3.3.6.8.	1
66	3.4.	1
66	3.4.4.4.4.5.6.	1
66	3.4.4.4.6.7.	2
66	3.4.4.5.5.6.7.7.	1
66	3.4.4.5.6.	2
66	3.4.4.5.6.6.	1
66	3.4.4.5.6.6.7.7.	3
66	3.4.4.5.6.6.7.8.	1
66	3.4.4.5.6.6.8.	8
66	3.4.4.5.6.7.8.	2
66	3.4.4.5.7.7.	1
66	3.4.4.5.7.7.7.	3
66	3.4.4.6.	1
66	3.4.4.6.6.	1
66	3.4.4.6.6.6.	1
66	3.4.4.6.6.6.7.	1
66	3.4.4.6.6.6.7.9.	3
66	3.4.4.6.6.7.7.	10
66	3.4.4.6.6.7.8.	1
66	3.4.4.6.7.8.8.	1
66	3.4.4.7.7.8.	1
66	3.4.5.	1
66	3.4.5.5.5.6.6.9.	2
66	3.4.5.5.6.	1
66	3.4.5.5.6.7.	1
66	3.4.5.5.6.7.8.	4
66	3.4.5.5.6.7.8.8.8.9.	1
66	3.4.5.5.6.7.9.	1
66	3.4.5.5.7.8.	1
66	3.4.5.6.	2
66	3.4.5.6.6.	1
66	3.4.5.6.6.6.7.	1
66	3.4.5.6.6.7.	2
66	3.4.5.6.6.7.8.	1
66	3.4.5.6.6.8.8.	1
66	3.4.5.6.7.	2
66	3.4.5.6.7.7.	2
66	3.4.5.6.7.8.	1
66	3.4.5.6.7.9.	1
66	3.4.5.6.8.8.9.9.	9
66	3.4.5.7.	1
66	3.4.5.7.8.	2
66	3.4.5.7.8.8.	2
66	3.4.6.	1
66	3.4.6.6.	2
66	3.4.6.6.6.6.7.8.10.	9
66	3.4.6.6.7.	4
66	3.4.6.6.7.7.8.9.9.10.	41
66	3.4.6.6.8.8.9.	2
66	3.4.6.7.7.	1
66	3.4.6.7.8.8.	1
66	3.4.6.8.	1
66	3.4.6.8.9.	4
66	3.4.7.	2
66	3.4.7.8.	1
66	3.5.5.5.6.6.7.7.8.	1
66	3.5.5.5.7.7.	1
66	3.5.5.5.7.7.8.	1
66	3.5.5.6.	1
66	3.5.5.6.6.	1
66	3.5.5.6.6.6.7.7.7.8.	2
66	3.5.5.7.	1
66	3.5.5.7.8.8.9.	2
66	3.5.5.7.8.9.	1
66	3.5.6.	1
66	3.5.6.6.7.	1
66	3.5.6.6.7.7.8.	4
66	3.5.6.6.7.7.8.9.	1
66	3.5.6.6.8.	1
66	3.5.6.7.	3
66	3.5.6.7.8.	1
66	3.5.6.7.9.9.9.10.	12
66	3.5.6.8.8.9.	7
66	3.5.7.	1
66	3.5.7.7.	1
66	3.5.7.8.8.	1
66	3.6.6.6.7.7.8.8.8.	1
66	3.6.6.7.	1
66	3.6.6.7.7.7.9.	1
66	3.6.7.	1
66	3.6.7.7.	1
66	3.6.7.8.8.9.	1
66	3.6.7.8.9.9.10.	10
66	3.6.8.8.8.9.	1
66	4.4.4.5.6.6.	1
66	4.4.4.5.6.7.7.8.	1
66	4.4.4.5.7.8.8.	1
66	4.4.4.6.	1
66	4.4.4.6.6.7.7.8.	8
66	4.4.4.6.7.8.	1
66	4.4.5.	1
66	4.4.5.5.5.6.6.8.	1
66	4.4.5.5.6.7.	1
66	4.4.5.5.7.7.8.	1
66	4.4.5.5.7.8.8.	2
66	4.4.5.6.6.6.7.8.8.	1
66	4.4.5.6.7.7.7.	1
66	4.4.5.6.7.7.8.9.	1
66	4.4.5.6.7.8.	6
66	4.4.5.6.7.8.8.	1
66	4.4.5.7.	1
66	4.4.5.7.7.8.	1
66	4.4.5.7.8.8.9.	1
66	4.4.6.	1
66	4.4.6.6.7.7.8.	2
66	4.4.6.6.7.8.	1
66	4.4.6.7.8.8.8.	1
66	4.4.6.8.8.9.10.	1
66	4.5.	1
66	4.5.5.5.5.6.7.7.8.	1
66	4.5.5.5.6.6.6.7.8.	1
66	4.5.5.5.6.8.8.8.	3
66	4.5.5.5.7.8.9.	4
66	4.5.5.5.8.	1
66	4.5.5.6.6.7.7.	2
66	4.5.5.6.7.7.8.8.	1
66	4.5.5.6.7.7.8.8.10.	1
66	4.5.5.6.7.7.8.8.9.	5
66	4.5.5.6.7.8.8.9.	1
66	4.5.5.6.8.8.9.	1
66	4.5.5.7.	2
66	4.5.5.7.7.7.8.9.	3
66	4.5.6.6.7.	1
66	4.5.6.6.7.8.	1
66	4.5.6.7.	3
66	4.5.6.7.7.7.8.	1
66	4.5.6.7.7.7.8.9.	1
66	4.5.6.7.7.8.	1
66	4.5.6.7.7.8.8.	1
66	4.5.6.7.7.8.8.9.	1
66	4.5.6.7.7.8.9.9.	1
66	4.5.6.7.8.8.8.10.	1
66	4.5.6.7.8.8.9.	2
66	4.5.7.	1
66	4.5.7.7.7.8.8.	2
66	4.5.7.8.8.9.9.	1
66	4.5.7.9.9.10.10.	2
66	4.5.8.	1
66	4.5.8.8.9.10.	1
66	4.6.6.6.7.8.	1
66	4.6.6.6.7.8.8.8.9.	8
66	4.6.6.7.	1
66	4.6.6.7.7.7.	1
66	4.6.6.7.7.7.8.	1
66	4.6.6.7.8.	1
66	4.6.6.8.	1
66	4.6.7.	1
66	4.6.7.7.8.8.8.	1
66	4.6.7.7.8.8.8.9.	2
66	4.6.7.7.8.8.9.	1
66	4.6.7.8.	1
66	4.6.7.8.8.8.	1
66	4.6.7.8.9.	1
66	4.7.7.8.8.	1
66	4.7.7.9.	1
66	4.7.7.9.9.10.	1
66	5.5.5.6.6.7.8.8.9.	2
66	5.5.5.6.7.7.7.8.8.	1
66	5.5.5.6.8.8.9.	1
66	5.5.5.6.8.8.9.9.	1
66	5.5.5.7.8.8.9.	1
66	5.5.6.6.8.	1
66	5.5.6.6.8.8.8.	1
66	5.5.6.7.8.8.9.9.	4
66	5.5.7.	1
66	5.5.7.7.7.8.9.9.	1
66	5.5.7.8.	3
66	5.5.7.9.	1
66	5.5.8.	1
66	5.6.6.6.7.7.9.9.	1
66	5.6.6.6.9.	1
66	5.6.6.7.7.7.8.9.9.10.	30
66	5.6.6.7.7.8.8.9.	16
66	5.6.6.7.9.9.9.10.	2
66	5.6.7.	2
66	5.6.7.7.7.7.8.9.	2
66	5.6.7.7.8.8.8.9.10.	1
66	5.6.7.7.8.8.9.10.	1
66	5.6.7.9.	1
66	5.6.8.9.	2
66	5.7.	3
66	5.7.7.7.8.8.9.9.10.	13
66	5.7.7.8.9.	5
66	5.7.8.8.9.9.	2
66	5.8.8.8.9.9.	2
66	6.6.6.7.7.8.9.10.	2
66	6.6.7.7.7.	1
66	6.6.7.8.8.9.9.10.10.	5
66	6.7.9.	1
66	6.7.9.10.	2
66	6.8.8.9.9.9.10.	2
66	6.8.9.	1
66	6.8.9.9.9.10.10.	1
66	7.8.8.9.10.	1
67	1.1.1.	1
67	1.1.2.	4
67	1.1.2.2.4.	3
67	1.1.2.4.	6
67	1.2.	40
67	1.2.2.	6
67	1.2.2.3.	1
67	1.2.2.3.4.	1
67	1.2.2.3.5.	3
67	1.2.2.4.	1
67	1.2.2.5.	12
67	1.2.3.	29
67	1.2.3.3.4.	1
67	1.2.3.4.5.6.	1
67	1.2.3.5.	5
67	1.2.4.	44
67	1.2.4.5.6.	1
67	1.3.3.5.	3
67	1.3.4.	1
67	1.4.6.6.7.	1
67	2.2.	11
67	2.2.2.2.6.	1
67	2.2.2.3.	1
67	2.2.2.3.5.	6
67	2.2.2.4.	3
67	2.2.2.5.	12
67	2.2.2.6.	2
67	2.2.3.	26
67	2.2.3.3.4.5.	1
67	2.2.3.3.6.	1
67	2.2.3.4.	2
67	2.2.3.4.5.	32
67	2.2.3.5.	8
67	2.2.3.6.	7
67	2.2.5.	2
67	2.3.	3
67	2.3.3.	1
67	2.3.3.3.4.	1
67	2.3.3.3.6.	5
67	2.3.3.4.	1
67	2.3.3.4.4.4.5.6.	1
67	2.3.3.4.4.5.6.	1
67	2.3.3.4.4.5.7.	1
67	2.3.3.4.5.	24
67	2.3.3.4.5.6.	1
67	2.3.3.4.6.	2
67	2.3.3.5.	5
67	2.3.3.5.6.	2
67	2.3.3.6.	10
67	2.3.3.6.7.	1
67	2.3.3.7.	1
67	2.3.4.	4
67	2.3.4.4.	3
67	2.3.4.4.4.5.6.	1
67	2.3.4.4.5.5.6.	1
67	2.3.4.4.5.6.7.	1
67	2.3.4.4.5.7.	1
67	2.3.4.4.6.	2
67	2.3.4.4.7.	1
67	2.3.4.5.	1
67	2.3.4.5.5.5.	1
67	2.3.4.5.5.7.	2
67	2.3.4.5.7.	4
67	2.3.4.6.	2
67	2.3.4.7.	2
67	2.3.5.	2
67	2.3.5.6.7.	1
67	2.3.5.7.8.8.	1
67	2.3.6.	1
67	2.3.6.7.	1
67	2.4.4.	1
67	2.4.4.4.5.6.6.7.	1
67	2.4.4.4.6.	3
67	2.4.4.4.7.	1
67	2.4.4.5.5.5.6.	1
67	2.4.4.5.5.7.	2
67	2.4.4.6.	4
67	2.4.4.7.	2
67	2.4.5.	1
67	2.4.5.5.5.5.6.7.	1
67	2.4.5.5.5.6.8.	1
67	2.4.5.6.	1
67	2.4.5.7.	35
67	2.5.5.7.	27
67	2.5.6.8.	6
67	3.3.	3
67	3.3.3.3.4.5.6.6.	1
67	3.3.3.3.5.7.	1
67	3.3.3.3.6.	8
67	3.3.3.4.	2
67	3.3.3.4.5.	1
67	3.3.3.4.5.5.7.	1
67	3.3.3.4.5.7.	1
67	3.3.3.4.6.	2
67	3.3.3.5.	3
67	3.3.3.5.6.	1
67	3.3.3.6.	1
67	3.3.4.	2
67	3.3.4.4.	2
67	3.3.4.4.4.6.7.	2
67	3.3.4.4.5.	1
67	3.3.4.4.5.5.6.7.	1
67	3.3.4.4.5.5.7.	2
67	3.3.4.4.5.7.	1
67	3.3.4.4.5.8.	2
67	3.3.4.4.6.	29
67	3.3.4.5.	1
67	3.3.4.5.5.5.6.9.	1
67	3.3.4.5.5.5.8.	32
67	3.3.4.5.5.6.	5
67	3.3.4.5.5.6.6.8.	1
67	3.3.4.5.6.6.6.8.	2
67	3.3.4.5.7.	1
67	3.3.4.6.7.	1
67	3.3.4.6.8.	2
67	3.3.4.7.	1
67	3.3.5.5.5.6.8.	1
67	3.3.5.6.6.7.8.9.	1
67	3.3.5.6.7.	1
67	3.3.6.	3
67	3.4.4.	2
67	3.4.4.4.4.5.5.6.	1
67	3.4.4.4.4.5.6.	1
67	3.4.4.4.5.	2
67	3.4.4.4.5.5.6.7.	1
67	3.4.4.4.5.7.	1
67	3.4.4.4.5.8.	1
67	3.4.4.4.6.	25
67	3.4.4.5.	10
67	3.4.4.5.5.5.6.	1
67	3.4.4.5.5.5.8.	34
67	3.4.4.5.5.6.6.8.	4
67	3.4.4.5.5.6.7.	1
67	3.4.4.5.5.8.	2
67	3.4.4.5.7.	5
67	3.4.4.5.8.	1
67	3.4.4.6.6.7.	1
67	3.4.4.6.8.	2
67	3.4.4.8.	1
67	3.4.5.5.6.	1
67	3.4.5.5.6.6.6.8.	1
67	3.4.5.5.7.	9
67	3.4.5.5.8.	1
67	3.4.5.6.6.7.7.9.	1
67	3.4.5.7.8.	2
67	3.4.5.7.9.9.	1
67	3.5.5.6.8.	1
67	3.5.5.7.8.	2
67	3.5.5.8.	2
67	3.6.6.8.9.	1
67	4.4.4.4.5.7.	1
67	4.4.4.4.8.	1
67	4.4.4.5.	5
67	4.4.4.5.5.6.6.9.	1
67	4.4.4.5.5.6.8.	1
67	4.4.4.5.5.9.	1
67	4.4.4.5.6.6.8.	1
67	4.4.4.5.7.9.	2
67	4.4.4.6.6.6.8.8.	1
67	4.4.4.6.7.7.	1
67	4.4.4.6.9.	1
67	4.4.4.7.7.8.	1
67	4.4.4.7.7.9.	1
67	4.4.5.5.	1
67	4.4.5.5.5.5.8.	1
67	4.4.5.5.5.6.6.7.9.	1
67	4.4.5.5.5.6.7.8.9.	1
67	4.4.5.5.5.6.9.	8
67	4.4.5.5.6.6.7.	6
67	4.4.5.5.6.6.9.9.	1
67	4.4.5.5.6.8.	1
67	4.4.5.5.7.	1
67	4.4.5.5.7.9.	1
67	4.4.5.6.6.6.6.9.	36
67	4.4.5.6.7.8.	1
67	4.4.5.6.7.9.	1
67	4.4.5.6.9.	1
67	4.4.6.	1
67	4.4.6.6.6.6.6.8.9.	1
67	4.4.6.6.6.7.8.9.9.	1
67	4.4.7.	1
67	4.5.	2
67	4.5.5.5.5.6.9.	4
67	4.5.5.5.6.	2
67	4.5.5.5.6.6.6.7.	1
67	4.5.5.5.6.6.6.7.9.	2
67	4.5.5.5.6.6.6.9.	33
67	4.5.5.5.6.6.7.8.	1
67	4.5.5.5.8.	2
67	4.5.5.5.8.8.	1
67	4.5.5.5.8.8.10.	1
67	4.5.5.6.6.6.6.6.9.	3
67	4.5.5.6.6.7.7.10.10.	1
67	4.5.5.6.6.8.9.9.	1
67	4.5.5.6.8.9.	1
67	4.5.6.6.	1
67	4.5.6.6.6.6.7.9.10.	1
67	4.5.6.6.6.7.10.	1
67	4.5.6.6.7.7.10.10.	1
67	4.5.6.6.7.7.7.8.10.10.	1
67	4.5.6.6.7.7.7.9.9.	1
67	4.5.7.	1
67	4.6.6.6.7.8.	1
67	5.5.5.5.6.6.6.10.	3
67	5.5.5.5.6.6.7.7.9.	1
67	5.5.5.5.8.9.	1
67	5.5.5.5.9.9.	1
67	5.5.5.6.6.6.6.10.	2
67	5.5.5.6.6.6.6.6.7.8.	1
67	5.5.5.6.6.6.7.10.10.	1
67	5.5.5.6.6.8.	1
67	5.5.5.6.7.10.	1
67	5.5.5.6.7.8.	2
67	5.5.5.6.7.9.	1
67	5.5.5.6.8.9.	2
67	5.5.5.7.9.10.10.	1
67	5.5.6.6.6.6.7.7.8.9.	6
67	5.5.6.6.6.7.10.	2
67	5.5.6.6.6.7.7.10.	2
67	5.5.6.6.6.7.7.10.10.	1
67	5.5.6.6.6.7.7.8.9.10.	3
67	5.5.6.6.7.	2
67	5.5.6.6.7.7.8.9.9.	1
67	5.5.6.6.7.8.	5
67	5.5.6.6.8.9.	1
67	5.5.6.7.7.7.8.10.10.	1
67	5.5.6.7.8.10.	1
67	5.5.7.7.7.10.10.	1
67	5.6.6.6.6.6.7.7.10.	39
67	5.6.6.6.6.7.7.7.10.	42
67	5.6.6.6.6.7.7.7.10.10.	1
67	5.6.6.6.6.7.7.7.8.9.	4
67	5.6.6.6.6.7.7.8.9.10.	2
67	5.6.6.6.6.7.8.	1
67	5.6.6.6.7.7.10.10.	1
67	5.6.6.6.7.7.7.8.10.10.	1
67	5.6.6.6.7.7.8.9.10.10.	1
67	5.6.6.6.7.8.8.8.10.10.	1
67	5.6.6.6.9.	1
67	5.6.6.7.7.7.11.11.	1
67	5.6.6.7.8.10.10.10.	1
67	5.6.6.8.8.8.10.	1
67	5.6.7.7.7.7.11.11.	1
67	5.6.7.7.7.7.8.11.11.	5
67	5.6.7.7.7.7.8.8.9.10.11.	49
67	6.6.6.7.7.7.7.7.8.9.11.	1
67	6.6.6.7.7.8.9.	5
67	6.6.6.7.8.9.10.	1
67	6.6.7.7.7.7.7.8.11.11.	6
67	6.6.7.7.7.8.9.	2
67	6.6.7.7.8.10.	1
67	6.6.7.8.10.11.11.	2
67	6.7.7.7.7.7.8.8.9.10.11.	55
67	6.7.7.7.9.11.11.	4
67	6.7.7.8.8.9.10.	2
68	1.1.2.	4
68	1.1.2.2.4.	1
68	1.1.2.4.	2
68	1.2.	1
68	1.2.2.	3
68	1.2.2.2.	2
68	1.2.2.2.5.	1
68	1.2.2.4.	1
68	1.2.2.5.	8
68	1.2.3.	1
68	1.2.4.	1
68	1.2.4.4.	1
68	1.2.5.	41
68	1.3.3.3.	1
68	1.3.3.5.6.	2
68	1.3.4.	1
68	1.3.4.4.	2
68	1.3.4.4.6.	1
68	1.3.5.5.	8
68	1.3.6.	7
68	1.4.	1
68	1.4.4.5.7.	3
68	1.4.5.5.5.6.7.	1
68	1.4.5.5.8.	1
68	1.4.5.6.	1
68	1.4.7.	24
68	1.5.5.7.	1
68	1.5.8.	9
68	2.2.2.	2
68	2.2.2.3.	11
68	2.2.2.3.4.	1
68	2.2.2.5.	59
68	2.2.2.6.	1
68	2.2.3.	5
68	2.2.3.3.	1
68	2.2.3.3.4.4.	1
68	2.2.3.4.	6
68	2.2.3.6.	28
68	2.2.4.	1
68	2.2.4.5.	9
68	2.2.4.5.8.	2
68	2.2.5.	2
68	2.3.	1
68	2.3.3.	2
68	2.3.3.3.4.	1
68	2.3.3.3.5.	2
68	2.3.3.4.	17
68	2.3.3.4.4.	1
68	2.3.3.4.4.5.	1
68	2.3.3.4.7.	1
68	2.3.3.5.6.	5
68	2.3.3.5.7.	4
68	2.3.3.6.	11
68	2.3.3.6.6.	1
68	2.3.4.4.5.5.	1
68	2.3.4.4.5.5.5.6.	1
68	2.3.4.4.7.	1
68	2.3.4.5.	8
68	2.3.4.5.5.	2
68	2.3.4.5.6.	1
68	2.3.4.5.7.	2
68	2.3.4.5.8.	1
68	2.3.4.6.	3
68	2.3.4.7.	1
68	2.3.5.5.5.6.7.	1
68	2.3.5.5.7.	3
68	2.3.5.5.7.9.	1
68	2.3.5.6.	16
68	2.3.5.6.6.9.	1
68	2.3.6.	1
68	2.3.6.6.6.6.9.	1
68	2.3.6.7.	1
68	2.3.7.	4
68	2.4.4.4.5.8.	9
68	2.4.4.4.6.7.	1
68	2.4.4.5.	1
68	2.4.4.5.5.	1
68	2.4.4.5.5.6.	1
68	2.4.4.5.6.	2
68	2.4.4.5.6.7.	1
68	2.4.4.5.7.	12
68	2.4.4.5.8.	1
68	2.4.4.8.	2
68	2.4.5.5.	1
68	2.4.5.5.5.5.6.8.	1
68	2.4.5.5.5.6.6.7.8.	1
68	2.4.5.5.5.6.6.8.	2
68	2.4.5.5.6.	1
68	2.4.5.5.7.	8
68	2.4.5.5.8.	9
68	2.4.5.6.7.	1
68	2.4.5.6.7.7.	1
68	2.4.5.7.	2
68	2.4.6.8.	2
68	2.4.7.	3
68	2.5.5.5.	2
68	2.5.5.5.9.	7
68	2.5.5.6.6.8.9.	3
68	2.5.5.6.7.8.8.	1
68	2.5.5.6.7.8.9.	1
68	2.5.5.8.	5
68	2.5.6.6.7.8.	1
68	2.5.6.7.7.	1
68	2.5.6.7.8.	2
68	2.5.6.8.8.	1
68	2.5.6.9.	1
68	2.5.7.	1
68	2.6.6.6.8.8.9.	2
68	2.6.6.8.9.	6
68	2.6.8.	12
68	2.6.8.9.	1
68	3.3.3.3.6.	1
68	3.3.3.4.	2
68	3.3.3.4.4.5.	1
68	3.3.3.4.6.	1
68	3.3.3.5.	3
68	3.3.3.5.7.	1
68	3.3.3.6.	39
68	3.3.4.4.5.	1
68	3.3.4.4.5.5.7.	1
68	3.3.4.4.6.6.7.	1
68	3.3.4.5.	2
68	3.3.4.5.5.5.6.	1
68	3.3.4.5.7.	1
68	3.3.4.6.	8
68	3.3.4.7.	5
68	3.3.5.5.5.6.9.	1
68	3.3.5.5.6.	1
68	3.3.5.5.8.	2
68	3.3.6.6.6.7.10.	2
68	3.3.6.6.7.	6
68	3.4.4.4.4.	1
68	3.4.4.4.4.5.6.	1
68	3.4.4.4.4.6.8.	1
68	3.4.4.4.5.6.	1
68	3.4.4.4.5.7.	7
68	3.4.4.4.5.8.	1
68	3.4.4.4.6.	3
68	3.4.4.4.6.6.	1
68	3.4.4.5.5.5.6.7.8.	2
68	3.4.4.5.5.5.8.	1
68	3.4.4.5.5.6.9.	39
68	3.4.4.5.5.7.	8
68	3.4.4.5.5.8.	1
68	3.4.4.5.6.	1
68	3.4.4.5.6.6.7.9.	2
68	3.4.4.5.7.	4
68	3.4.4.7.	2
68	3.4.4.7.7.	1
68	3.4.5.5.5.6.6.6.8.	1
68	3.4.5.5.5.6.6.8.	1
68	3.4.5.5.5.6.7.7.9.	1
68	3.4.5.5.6.	2
68	3.4.5.5.6.6.6.9.	1
68	3.4.5.5.6.6.9.	1
68	3.4.5.5.6.7.7.7.8.9.	1
68	3.4.5.5.6.7.8.	1
68	3.4.5.5.6.8.9.	1
68	3.4.5.5.7.	1
68	3.4.5.6.6.6.9.	18
68	3.4.5.6.7.7.	1
68	3.4.5.6.7.7.8.10.	1
68	3.4.5.6.7.9.	1
68	3.4.5.6.8.8.	2
68	3.4.5.7.	7
68	3.4.5.7.8.	1
68	3.4.6.	1
68	3.4.6.6.6.	2
68	3.4.6.6.7.	3
68	3.4.6.7.	1
68	3.5.	1
68	3.5.5.6.6.6.7.7.9.	1
68	3.5.5.6.6.9.	2
68	3.5.5.6.8.	18
68	3.5.5.7.	4
68	3.5.6.6.6.7.8.8.9.	1
68	3.5.6.6.7.10.	1
68	3.5.6.6.7.7.7.9.	1
68	3.5.6.6.9.	3
68	3.5.6.7.7.9.9.	2
68	3.5.6.7.8.8.	1
68	3.5.6.7.9.9.	1
68	3.5.6.8.	13
68	3.5.8.	1
68	3.6.6.6.7.9.	3
68	3.6.6.7.8.9.10.	1
68	3.6.6.9.	1
68	3.6.7.7.8.9.10.	8
68	3.6.7.8.8.10.	2
68	3.7.7.9.10.	2
68	4	1
68	4.4.4.4.6.	2
68	4.4.4.5.5.7.	1
68	4.4.4.5.6.6.9.	1
68	4.4.4.5.6.7.8.10.	24
68	4.4.5.5.5.6.7.	1
68	4.4.5.5.5.6.7.7.9.	1
68	4.4.5.5.5.7.8.	6
68	4.4.5.5.6.6.6.	1
68	4.4.5.5.6.6.7.8.	2
68	4.4.5.5.6.6.7.9.	1
68	4.4.5.5.6.6.8.	1
68	4.4.5.5.7.7.7.8.10.	2
68	4.4.5.5.7.7.7.9.	2
68	4.4.5.6.	1
68	4.4.5.6.6.6.	1
68	4.4.5.6.6.7.7.10.	25
68	4.4.5.6.9.	1
68	4.4.6.6.6.	1
68	4.4.6.6.6.6.7.8.	1
68	4.4.6.6.6.7.8.10.	24
68	4.4.6.7.8.8.	3
68	4.5.5.5.5.7.8.	5
68	4.5.5.5.6.6.7.7.9.	1
68	4.5.5.5.6.7.7.9.	1
68	4.5.5.6.6.6.7.10.	2
68	4.5.5.6.6.6.8.8.10.	1
68	4.5.5.6.6.7.7.8.	2
68	4.5.5.6.6.7.7.8.8.9.	2
68	4.5.5.6.6.7.7.8.8.9.9.	4
68	4.5.5.6.6.8.9.11.	12
68	4.5.5.6.7.7.8.	1
68	4.5.5.7.7.7.7.8.	1
68	4.5.6.6.6.	1
68	4.5.6.6.6.7.7.9.10.	1
68	4.5.6.6.6.7.8.8.8.10.	1
68	4.5.6.6.6.7.8.8.9.9.	1
68	4.5.6.6.7.7.9.9.	1
68	4.5.6.6.7.8.8.10.	2
68	4.5.6.7.7.10.	1
68	4.5.6.7.7.7.8.10.	1
68	4.5.6.7.8.8.10.	1
68	4.5.6.7.9.	2
68	4.5.7.	2
68	4.6.6.6.7.	1
68	4.6.6.6.7.7.8.9.9.	1
68	4.6.6.6.7.9.	1
68	4.6.6.7.8.10.	4
68	4.6.6.7.8.9.9.10.	1
68	4.6.6.7.9.	1
68	4.6.6.8.8.	1
68	4.6.7.8.8.9.10.10.	1
68	4.6.7.8.9.9.11.	2
68	4.6.7.9.11.	1
68	4.7.7.7.8.10.	1
68	4.7.8.8.9.11.	1
68	5.5.5.5.6.7.7.8.9.	5
68	5.5.5.6.6.6.7.8.8.9.	1
68	5.5.5.6.7.7.7.8.8.9.	1
68	5.5.5.6.7.7.8.9.11.	50
68	5.5.5.6.7.8.8.10.	1
68	5.5.6.6.6.7.8.8.10.	2
68	5.5.6.6.7.8.10.10.	1
68	5.5.6.6.7.8.8.9.11.	26
68	5.5.6.7.7.8.8.9.	2
68	5.5.7.8.8.9.	1
68	5.5.7.8.9.10.10.	1
68	5.5.8.8.9.9.9.	1
68	5.6.6.6.7.7.8.8.10.10.	1
68	5.6.6.6.7.7.8.9.9.10.	96
68	5.6.6.6.7.7.8.9.9.9.10.	8
68	5.6.6.7.7.9.9.10.11.	3
68	5.6.6.8.8.9.10.	1
68	5.6.6.8.8.9.10.11.	1
68	5.6.7.7.8.9.10.10.	1
68	5.6.7.9.9.10.10.11.	2
68	5.6.8.8.9.10.11.	1
68	5.7.9.9.10.10.11.	1
68	6.6.6.7.7.8.9.9.10.11.	7
68	6.6.6.7.8.9.9.10.11.	3
68	6.6.7.9.9.9.10.	2
68	6.6.8.9.9.10.	1
68	6.7.8.9.9.11.	2
68	6.7.9.10.10.11.	1
69	1.2.	14
69	1.2.2.	1
69	1.2.2.2.	9
69	1.2.2.3.3.4.	2
69	1.2.2.3.4.	1
69	1.2.2.5.	11
69	1.2.3.	3
69	1.2.3.3.	5
69	1.2.3.3.4.	3
69	1.2.3.4.4.	1
69	1.2.3.4.4.4.	1
69	1.2.3.6.	2
69	1.2.4.	3
69	1.2.4.4.	1
69	1.2.5.	5
69	1.3.	12
69	1.3.3.3.3.5.5.5.	1
69	1.3.3.4.4.	4
69	1.3.3.4.4.5.	3
69	1.3.3.6.	22
69	1.3.4.6.	9
69	1.3.4.7.	18
69	1.3.5.	2
69	1.3.5.7.	5
69	1.4.	4
69	1.4.6.	1
69	1.5.	2
69	1.5.6.	1
69	2	1
69	2.2.	21
69	2.2.2.3.3.4.	1
69	2.2.3.	3
69	2.2.3.3.3.4.5.	6
69	2.2.3.3.3.5.	1
69	2.2.3.3.5.5.5.	1
69	2.2.3.4.	2
69	2.2.3.5.6.	7
69	2.2.4.	1
69	2.2.4.4.	2
69	2.2.4.4.4.	1
69	2.2.4.5.	2
69	2.2.4.5.6.	1
69	2.2.4.5.7.	12
69	2.2.5.	57
69	2.3.	11
69	2.3.3.	2
69	2.3.3.3.3.5.5.6.	1
69	2.3.3.3.3.6.	3
69	2.3.3.3.5.	1
69	2.3.3.3.6.	1
69	2.3.3.4.	2
69	2.3.3.4.4.5.	4
69	2.3.3.4.4.6.	4
69	2.3.3.4.5.	5
69	2.3.3.4.5.5.5.	1
69	2.3.3.5.	2
69	2.3.4.4.	2
69	2.3.4.4.4.4.6.	1
69	2.3.4.4.4.6.	12
69	2.3.4.4.5.	10
69	2.3.4.5.	2
69	2.3.4.5.7.	3
69	2.3.4.6.	2
69	2.3.5.	14
69	2.3.5.5.	1
69	2.3.5.5.6.	1
69	2.3.5.5.7.	1
69	2.3.5.5.8.	23
69	2.3.5.6.7.	12
69	2.3.5.6.8.	8
69	2.3.5.7.	1
69	2.3.6.	23
69	2.3.6.7.	5
69	2.4.	14
69	2.4.4.6.	3
69	2.4.5.5.	1
69	2.4.5.6.	9
69	2.4.5.7.	1
69	2.4.6.	8
69	2.4.6.6.	1
69	2.4.6.7.	5
69	2.4.7.	6
69	2.5.	7
69	2.5.6.6.	2
69	2.5.6.7.	2
69	2.5.7.	4
69	2.6.	29
69	2.6.6.	1
69	2.6.6.7.	10
69	2.6.8.	1
69	3.3.	2
69	3.3.3.4.4.4.6.	1
69	3.3.3.4.6.	1
69	3.3.4.4.4.5.5.7.	10
